Url,WasDetected,CMSName,CMSVersion,LanguageName,LanguageVersion,JSLibName,JSLibVersion
bancoazteca.com.mx,True,,,,,,
hdi.com.mx,True,WordPress,4.2.4,,,JQuery,1.11.2
Scotiabank.com.mx,True,Agility CMS,,ASP.NET,4.0.30319,,
lctpc.com.mx,True,WordPress,4.2.5,,,,
chedraui.com.mx,True,,,,,,
Claro.com.co,True,,,,,,
evaluatest.com,True,,,,,JQuery,1.9.1
notiver.com.mx,True,Vivvo,4,PHP,5.2.12,,
caaarem.mx,True,,,,,,
uaslp.mx,True,SharePoint,,ASP.NET,4.0.30319,JQuery,1.11.0
donde.org.mx,True,,,,,,
scotiabank.com.mx,True,Agility CMS,,ASP.NET,4.0.30319,,
megacable.com.mx,True,,,,,,
madisa.com,True,Drupal,7.22,,,,
sinembargo.mx,True,WordPress,3.6.1,PHP,,JQuery,1.11.3
buap.mx,True,,,Java,N/A,,
exel.com.mx,True,,,ASP.NET,4.0.30319,JQuery,
ciateq.mx,True,Joomla,,PHP,,JQuery,
zocalo.com.mx,True,,,PHP,,,
Banorte.com,True,,,Java,,JQuery,1.11.1
taire.mx,True,,,,,,
farmaciasunion.com,True,,,,,,
buholegal.com,True,,,,,,
uno-internacional.com,True,,,,,,
re-direcciona.me,True,,,,,,
am.com.mx,True,,,,,,
nissan.com.mx,True,,,,,JQuery,1.10.2
aserta.com.mx,True,,,Java,,,
infinitummovil.net,True,,,,,,
carvajaltys.mx,True,,,ASP.NET,,JQuery,1.10.2
transfast.mx,True,,,,,,
solucionfactible.com,True,,,Java,,,
mi-escuelamx.com,True,,,ASP.NET,,,
facturacfdi.mx,True,,,,,,
ikeasistencia.com,True,Drupal,7.36,,,JQuery,
eldiariodechihuahua.mx,True,,,PHP,5.1.6,,
syd.com.mx,True,,,PHP,5.3.29,,
radioformula.com.mx,True,,,ASP.NET,,,
Italika.mx,True,,,ASP.NET,,,
quadratin.com.mx,True,WordPress,4.2.2,PHP,,JQuery,1.4.1
uady.mx,True,,,,,JQuery,
tiempo.com.mx,True,,,,,,
chevrolet.com.mx,True,Adobe Experience Manager,,Java,,,
aspel.com.mx,True,,,,,,
dcm.com.mx,True,,,,,,
comipems.org.mx,True,,,PHP,,JQuery,1.11.1
compumty.com.mx,True,,,,,,
autogestion.com.mx,True,,,,,,
sanborns.com.mx,True,SharePoint,,ASP.NET,2.0.50727,JQuery,
Aeromexico.com,True,,,,,Modernizr,
prospeccionvw.com,True,,,PHP,5.2.4,,
crmpro.com.mx,True,,,PHP,5.4.43,JQuery,1.11.3
adquiramexico.com.mx,True,,,,,,
ado.com.mx,True,,,Java,,,
catholic.net,True,,,PHP,,JQuery,1.3.2
yucatan.com.mx,True,WordPress,3.9.4,PHP,,,
miiec.com.mx,True,,,,,,
udlap.mx,True,,,,,JQuery,1.11.0
clickonero.com.mx,True,,,ASP.NET,4.0.30319,JQuery,1.8.3
idmexico.com.mx,True,,,ASP.NET,4.0.30319,,
Eleconomista.com.mx,False,,,,,,
asesordeseguros.com.mx,True,,,,,,
Interjet.com.mx,True,,,ASP.NET,2.0.50727,JQuery,
tralcom.com,True,,,ASP.NET,,,
paquetexpress.com.mx,True,Adobe Dreamweaver,,,,,
cfdi.com.mx,True,,,ASP.NET,4.0.30319,,
upn.mx,True,Joomla,1.5,PHP,5.3.3,JQuery,
elpalaciodehierro.com,True,Magento,,PHP,,JQuery,
marthadebayle.com,True,WordPress,3.9,PHP,5.3.3,JQuery,1.11.0
famsa.com,True,,,PHP,5.4.16,JQuery,1.8.3
endtoend.com.mx,True,WordPress,4.1.5,PHP,5.3.3,,
cibergestion.com,True,,,,,,
redalyc.org,True,,,Java,,,
vanguardia.com.mx,True,Drupal,7.39,,,JQuery,
intertours.com.mx,True,,,ASP.NET,4.0.30319,JQuery,1.7.1
noroeste.com.mx,True,,,PHP,5.1.6,,
grupo-iai.com.mx,True,Xara,4.1.1.671,,,,
unitec.mx,True,WordPress,4.1.2,,,JQuery,
intermediamexico.com,True,,,,,,
enlacebg.com,True,,,,,,
autocosmos.com.mx,True,,,ASP.NET,4.0.30319,JQuery,1.9.1
soloautos.mx,True,,,PHP,,,
poresto.net,True,,,PHP,5.3.29,,
truper.com.mx,True,,,PHP,,,
medicamentos.com.mx,True,,,ASP.NET,,,
mexcam.mx,True,WordPress,4.3.1,PHP,5.5.28,,
agenciareforma.com,True,,,ASP.NET,2.0.50727,,
honda.mx,True,,,,,,
cnogfac.com.mx,True,,,Java,,,
seminuevossonora.com,True,Drupal,7,PHP,5.4.23,JQuery,
vogue.mx,True,,,,,,
dito.com.mx,True,HubSpot CMS,,,,,
cashpresto.com,True,,,,,,
cineticket.com.mx,True,,,Java,,,
montenegroeditores.com.mx,True,,,,,,
generaldesalud.com.mx,True,WordPress,4.3.1,,,,
cancha.com,True,,,ASP.NET,,,
eltrece.mx,True,,,PHP,,,
medicamentosplm.com,True,,,ASP.NET,4.0.30319,,
aula24horas.com,True,,,,,JQuery,
grupocva.com,True,,,PHP,,,
vw-concesionarios.com.mx,True,,,,,,
steren.com.mx,True,Magento,,,,JQuery,1.10.2
dishmovil.com.mx,True,,,PHP,5.4.44,,
jafradistribucion.com.mx,True,,,,,,
oxxo.com,True,,,PHP,,JQuery,1.9.1
cdhdf.org.mx,True,WordPress,4.2.2,PHP,5.3.8,,
banxico.org.mx,True,,,Java,,,
bind.com.mx,True,,,ASP.NET,4.0.30319,JQuery,1.10.2
tymi.com,True,,,,,,
contpaqi.com,True,,,ASP.NET,2.0.50727,,
buzone.com.mx,True,,,ASP.NET,,,
iteso.mx,True,Liferay,6.1.30,,,JQuery,
noticiasnet.mx,True,Drupal,7,PHP,,,
dineroenimagen.com,True,Drupal,7.34,PHP,,,
banregio.com,True,WordPress,N/A,PHP,5.2.14,JQuery,1.11.0
gandhi.com.mx,True,Magento,,PHP,5.5.30,,
arq.com.mx,True,,,,,,
elmanana.com.mx,True,,,PHP,5.3.3,,
sportsworld.com.mx,True,,,PHP,5.5.22,JQuery,
quiminet.com,True,,,PHP,,,
estrellaroja.com.mx,True,,,PHP,,JQuery,
telmex.com.mx,True,Liferay,,Java,,,
truckanet.com,True,,,,,,
aaadam.com.mx,True,,,,,,
zonaturistica.com,True,,,PHP,5.4.45,JQuery,2.1.4
homeinteriors.com.mx,True,,,ASP.NET,4.0.30319,,
factorumweb.com,True,,,ASP.NET,,,
citibank.com.mx,True,,,,,,
fantasiasmiguel.com,True,Kentico,,ASP.NET,2.0.50727,JQuery,2.1.0
emociondeportiva.com,True,,,ASP.NET,,JQuery,1.8.3
vanityfair.mx,True,,,,,,
honda-fuerzacomercial.mx,True,,,,,,
tecvirtual.mx,True,,,,,,
uia.mx,True,Drupal,7.39,,,JQuery,
Gabssa.com.mx,True,,,ASP.NET,,,
Seccionamarilla.com.mx,True,,,ASP.NET,4.0.30319,,
izzi.mx,True,,,Java,,JQuery,
cnnexpansion.com,True,,,PHP,,,
sacce.com.mx,True,,,,,,
redpack.com.mx,True,,,Java,,,
sesweb.mx,True,,,ASP.NET,4.0.30319,JQuery,1.11.0
siser.com.mx,True,,,,,,
sistemamim.com,True,,,,,,
smartlearning.com.mx,True,,,,,,
iusacell.com.mx,True,Adobe Dreamweaver,,,,,
pulsoslp.com.mx,True,WordPress,4.1.7,PHP,,,
dominos.com.mx,True,WordPress,,PHP,,JQuery,1.9.1
grupoado.com.mx,True,,,ASP.NET,N/A,,
softtek.com,True,,,,,JQuery,
uadec.mx,True,,,,,,
egbs1.com.mx,True,,,,,,
ctonline.mx,True,,,,,,
royal-holiday.com,True,,,PHP,5.2.14,,
glamour.mx,True,WordPress,N/A,PHP,N/A,,
ahmsa.com,True,WordPress,3.4.1,,,,
espaciobanorte.com,True,,,Java,,JQuery,1.6.4
noticiasmvs.com,True,,,,,Underscore,
uaa.mx,True,,,,,,
santillanacompartir.com.mx,True,WordPress,3.9.3,PHP,5.3.29,,
hidrosina.com.mx,True,WordPress,4.2.5,,,JQuery,1.11.2
donboleton.com,True,,,,,JQuery,1.4.2
Banregio.com,True,WordPress,N/A,PHP,5.2.14,JQuery,1.11.0
umich.mx,True,,,,,,
officemax.com.mx,True,,,,,,
mixup.com.mx,True,,,ASP.NET,2.0.50727,,
egbs2.com.mx,True,,,,,,
avisooportuno.mx,True,,,,,,
de10.com.mx,True,Drupal,7.39,PHP,5.3.3,JQuery,
solucionlinemonterrey.mx,True,,,ASP.NET,4.0.30319,,
uaq.mx,True,Joomla,,PHP,5.4.15,JQuery,
tucfdi.mx,True,WordPress,3.5.2,PHP,5.4.30,JQuery,1.8.3
inventario.com.mx,True,,,,,,
el-mexicano.com.mx,True,,,ASP.NET,,JQuery,1.7.2
bancaempresarialazteca.com.mx,True,,,,,,
publimetro.com.mx,True,,,,,,
we-know.net,True,WordPress,4.2.5,PHP,5.3.29,,
bancoppel.com,True,,,,,,
centrodedesarrollodigital.com,True,,,,,,
sanluishoy.com.mx,True,FrontPage,6.0,,,,
hostedexchange.mx,True,,,,,,
weba20.com,True,WordPress,,PHP,,,
athenea.com.mx,True,WordPress,3.8.1,PHP,5.3.10,JQuery,1.10.2
Volaris.com,True,,,ASP.NET,4.0.30319,JQuery,
academiccontrol.mx,True,,,,,,
dico.com.mx,True,,,,,JQuery,1.9.1
cablemas.com.mx,True,,,ASP.NET,4.0.30319,JQuery,1.6.2
marti.mx,True,PrestaShop,,,,JQuery,1.4.4
siseph.com,True,,,ASP.NET,,,
expreso.press,True,WordPress,4.2.5,PHP,5.3.10,,
eglobal.com.mx,True,,,,,,
etn.com.mx,True,,,Java,,JQuery,1.6.1
ujat.mx,True,,,ASP.NET,4.0.30319,,
morsa.com.mx,True,Joomla,,PHP,5.3.8,JQuery,1.8.2
wradio.com.mx,True,,,ASP.NET,2.0.50727,JQuery,
cablemas.com,True,,,ASP.NET,4.0.30319,JQuery,1.6.2
colpos.mx,True,Joomla,,PHP,,JQuery,1.7.1
myallianz.com.mx,True,,,,,,
galeno.info,True,,,PHP,5.3.27,,
factupronto.mx,True,,,,,,
uag.mx,True,WordPress,,,,JQuery,1.8.2
wms.mx,True,,,,,,
sel-setec.com.mx,True,Moodle,,PHP,5.3.24,JQuery,1.9.1
Zurich.com.mx,True,,,Java,,,
uacj.mx,True,SharePoint,,ASP.NET,4.0.30319,JQuery,
ihct.mx,True,,,ASP.NET,4.0.30319,,
flipmeme.com,True,,,,,,
ieem.org.mx,True,Open Text,,,,JQuery,1.7.2
Ateb.mx,True,WordPress,3.6.1,PHP,5.3.6,,
mexicodesconocido.com.mx,True,Drupal,7.38,PHP,,JQuery,1.10
Caliente.mx,True,,,,,JQuery 1.9.1,N/A
Facturainteligente.com,True,,,PHP,,,
asdeporte.com,True,,,ASP.NET,N/A,,
configuratuvw.mx,True,,,Erlang,,,
suraevolucion.com.mx,True,,,,,,
vivetelmex.com,True,,,,,,
ods.com.mx,True,,,PHP,5.3.3,,
exla.mx,True,,,,,,
smcmx.com.mx,True,,,,,,
lineadirectaportal.com,True,,,PHP,,,
info7.mx,True,,,PHP,5.3.10,,
consisa.com.mx,True,,,PHP,,,
corpogas.com.mx,True,,,PHP,,,
multiasis.com.mx,True,,,Java,,,
priceshoes.com,True,Adobe Dreamweaver,,,,,
aztecanoticias.com.mx,True,,,PHP,,,
autoclasico.com.mx,True,,,ASP.NET,2.0.50727,,
b2bservicios.com,True,,,ASP.NET,2.0.50727,,
gruposalinas.com.mx,True,,,,,JQuery,1.9.1
infodiamex.com.mx,True,,,,,,
ift.org.mx,True,Drupal,7,PHP,,JQuery,1.10
ugto.mx,True,Joomla,2.5,,,JQuery,
Tvazteca.com,True,,,PHP,,,
anclo.com.mx,True,,,,,,
uaem.mx,True,Drupal,7.23,PHP,,,
onecardservicios.mx,True,,,ASP.NET,,,
urrea.com,True,,,,,,
ugrj.org.mx,True,Joomla,,,,,
lacomer.com.mx,True,,,Java,,,
uach.mx,True,,,,,JQuery,
yamaha-motor.com.mx,True,,,,,JQuery,2.0.0
upaep.mx,True,Joomla,,PHP,5.4.21,JQuery,
armstrongweb.com.mx,True,,,ASP.NET,,,
elektra.com.mx,True,,,ASP.NET,,JQuery,2.1.1
gm.com.mx,True,,,,,,
mysuitecfdi.com,True,,,Java,,,
animextremist.com,True,,,PHP,5.4.36,,
Nafin.com,True,,,Java,,,
ifai.org.mx,True,SharePoint,,,,JQuery,
medigraphic.com,True,,,,,,
comexnet.com.mx,True,,,ASP.NET,2.0.50727,,
cemex.com,True,,,ASP.NET,2.0.50727,,
iberopuebla.mx,True,,,,,,
superboletos.com,True,,,Java,,,
urreanet.com,True,,,,,,
servillantas.com,True,,,PHP,,,
kiwilimon.com,True,,,,,,
audi.com.mx,True,,,,,,
gmodelo.com.mx,True,,,ASP.NET,,,
sistemauno.com,True,,,,,,
gnp.com.mx,True,,,,,,
casasyterrenos.com,True,,,PHP,5.6.14,JQuery,1.11.3
royalsun.com.mx,True,Drupal,7,PHP,,JQuery,
frontera.info,True,,,ASP.NET,,JQuery,1.3.2
efectivale.com.mx,True,,,,,,
insoft.com.mx,True,,,ASP.NET,,,
Diverza.com,True,Joomla,,PHP,,,
mastransporte.com.mx,True,,,,,,
pacoelchato.com,True,WordPress,4.3,PHP,,,
credinissan.com.mx,True,,,ASP.NET,4.0.30319,JQuery,1.5.2
e7-eleven.com.mx,True,,,,,,
televisa.net,True,,,,,,
uabc.mx,True,,,PHP,5.3.3,JQuery,
apymsa.com.mx,True,,,ASP.NET,4.0.30319,JQuery,1.8.2
condumex.com.mx,True,SharePoint,,ASP.NET,2.0.50727,,
eluniversaledomex.mx,True,,,PHP,,,
vianney.com.mx,True,,,,,JQuery,1.4.2
e-facturate.com,True,,,ASP.NET,,,
priceshoes.com.mx,True,Adobe Dreamweaver,,,,,
uagro.mx,True,Joomla,,PHP,,JQuery,
xxi-banorte.com,True,,,ASP.NET,,,
Swissjustamerica.com,True,,,PHP,5.3.15,,
Viooz.vc,True,,,PHP,5.4.43,,
Volaris.com,True,,,ASP.NET,4.0.30319,JQuery,
10anim.com,True,,,PHP,5.6.6,,
inintech.com.mx,True,,,,,,
chilango.com,True,,,PHP,,,
c-axis.com.mx,True,,,,,,
mexicoxxx.org,True,WordPress,4.3.1,PHP,5.3.29,,
idconline.com.mx,True,,,PHP,,,
Santillana.com.mx,True,,,PHP,5.3.3,JQuery,1.9.1
izito.mx,True,,,,,,
contabilizate.com,True,,,,,JQuery,1.10.2
hellohelp.org,True,Drupal,,PHP,5.3.6,,
Multimedios.com,True,,,,,,
Facturadorelectronico.com,True,,,ASP.NET,4.0.30319,,
siniiga.org.mx,True,,,PHP,,,
pulsoslp.mx,True,,,,,,
psicoweb.mx,True,,,ASP.NET,4.0.30319,JQuery,
cateltpv.com,True,,,PHP,5.3.3,,
Zeroredirect1.com,True,,,,,,
laminamex.com.mx,True,,,,,,
redvitamedica.com.mx,True,,,,,,
pchmayoreo.com,True,Magento,,PHP,5.3.26,JQuery,1.11.3
Tixuz.com,True,,,PHP,5.4.37,JQuery,
lopeztamayoconsultores.com.mx,True,,,PHP,5.5.30,JQuery,1.9.1
autosenreynosa.com,True,,,PHP,5.4.24,,
oxxogas.com,True,,,,,JQuery,2.1.0
primeraplus.com.mx,True,Liferay,,,,JQuery,1.8.2
sistemavalladolid.com,True,,,PHP,5.4.45,JQuery,1.11.0
hackstore.net,True,WordPress,,PHP,,,
elmonitorparral.com,True,,,Perl,,,
appia.com.mx,True,,,,,,
elsoldenayarit.mx,True,,,PHP,5.3.29,,
valorreal.com.mx,True,,,,,,
e-sar.com.mx,True,,,Java,,JQuery,
mexicolegal.com.mx,True,,,PHP 5.2.17,N/A,,
elpotosi.com.mx,True,,,,,,
guiaroji.com.mx,True,,,,,,
sony.com.mx,True,,,Java,N/A,,
mural.com,True,,,ASP.NET,,,
manpower.com.mx,True,,,Java,,,
youtubetomp3.com.mx,True,,,PHP,5.3.3,,
itson.mx,True,SharePoint,,ASP.NET,2.0.50727,JQuery,1.7.2
sistematelcel.net,True,,,ASP.NET,4.0.30319,,
ruv.org.mx,True,,,,,JQuery,
axtelofertas.com.mx,True,,,,,,
covace.com.mx,True,,,,,,
e-traspasar.com.mx,True,,,,,,
infinitummail.com,True,,,ASP.NET,N/A,JQuery,2.0.3
hm.org.mx,True,,,ASP.NET,,,
terrabancomer.com,True
